TYPE,YEAR,MONTH,Monthly_Crime_Count_Type_wise,is_summer,is_holiday_season,is_spring,quarter,month_sin,month_cos,month_sq,summer_peak,holiday_peak
Break and Enter Residential/Other,2008,8,324,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Break and Enter Residential/Other,2008,9,327,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Break and Enter Residential/Other,2008,10,310,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Break and Enter Residential/Other,2008,11,329,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Break and Enter Residential/Other,2008,12,348,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Break and Enter Residential/Other,2009,1,325,0,0,1,1,0.0,1.0,1,0,0
Break and Enter Residential/Other,2009,2,215,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Break and Enter Residential/Other,2009,3,198,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Break and Enter Residential/Other,2009,4,251,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Break and Enter Residential/Other,2009,5,244,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Break and Enter Residential/Other,2009,6,237,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Break and Enter Residential/Other,2009,7,281,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Break and Enter Residential/Other,2009,8,266,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Break and Enter Residential/Other,2009,9,263,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Break and Enter Residential/Other,2009,10,227,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Break and Enter Residential/Other,2009,11,274,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Break and Enter Residential/Other,2009,12,244,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Break and Enter Residential/Other,2010,1,249,0,0,1,1,0.0,1.0,1,0,0
Break and Enter Residential/Other,2010,2,211,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Break and Enter Residential/Other,2010,3,248,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Break and Enter Residential/Other,2010,4,233,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Break and Enter Residential/Other,2010,5,262,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Break and Enter Residential/Other,2010,6,254,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Break and Enter Residential/Other,2010,7,269,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Break and Enter Residential/Other,2010,8,265,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Break and Enter Residential/Other,2010,9,212,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Break and Enter Residential/Other,2010,10,286,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Break and Enter Residential/Other,2010,11,257,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Break and Enter Residential/Other,2010,12,298,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Break and Enter Residential/Other,2011,1,294,0,0,1,1,0.0,1.0,1,0,0
Break and Enter Residential/Other,2011,2,210,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Break and Enter Residential/Other,2011,3,219,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Break and Enter Residential/Other,2011,4,187,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Break and Enter Residential/Other,2011,5,231,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Break and Enter Residential/Other,2011,6,237,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Break and Enter Residential/Other,2011,7,277,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Break and Enter Residential/Other,2011,8,240,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Break and Enter Residential/Other,2011,9,251,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Break and Enter Residential/Other,2011,10,291,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Break and Enter Residential/Other,2011,11,307,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Break and Enter Residential/Other,2011,12,377,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,1999,1,551,0,0,1,1,0.0,1.0,1,0,0
Mischief,1999,2,484,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,1999,3,575,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,1999,4,621,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,1999,5,590,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,1999,6,570,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,1999,7,555,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,1999,8,508,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,1999,9,475,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,1999,10,570,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,1999,11,465,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,1999,12,427,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2000,1,450,0,0,1,1,0.0,1.0,1,0,0
Mischief,2000,2,401,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2000,3,426,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2000,4,462,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2000,5,480,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2000,6,491,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2000,7,494,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2000,8,490,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2000,9,507,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2000,10,492,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2000,11,454,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2000,12,454,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2001,1,375,0,0,1,1,0.0,1.0,1,0,0
Mischief,2001,2,360,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2001,3,475,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2001,4,444,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2001,5,477,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2001,6,425,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2001,7,420,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2001,8,416,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2001,9,378,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2001,10,456,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2001,11,366,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2001,12,470,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2002,1,443,0,0,1,1,0.0,1.0,1,0,0
Mischief,2002,2,386,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2002,3,457,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2002,4,423,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2002,5,408,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2002,6,424,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2002,7,493,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2002,8,459,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2002,9,456,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2002,10,477,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2002,11,353,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2002,12,405,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2003,1,357,0,0,1,1,0.0,1.0,1,0,0
Mischief,2003,2,343,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2003,3,356,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2003,4,400,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2003,5,428,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2003,6,448,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2003,7,409,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2003,8,466,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2003,9,391,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2003,10,425,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2003,11,391,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2003,12,396,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2004,1,356,0,0,1,1,0.0,1.0,1,0,0
Mischief,2004,2,456,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2004,3,631,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2004,4,512,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2004,5,426,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2004,6,413,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2004,7,432,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2004,8,443,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2004,9,366,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2004,10,469,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2004,11,440,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2004,12,332,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2005,1,369,0,0,1,1,0.0,1.0,1,0,0
Mischief,2005,2,314,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2005,3,375,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2005,4,362,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2005,5,426,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2005,6,388,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2005,7,404,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2005,8,378,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2005,9,363,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2005,10,370,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2005,11,355,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2005,12,326,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2006,1,386,0,0,1,1,0.0,1.0,1,0,0
Mischief,2006,2,357,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2006,3,331,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2006,4,357,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2006,5,447,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2006,6,391,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2006,7,379,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2006,8,397,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2006,9,341,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2006,10,442,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2006,11,354,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2006,12,324,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2007,1,341,0,0,1,1,0.0,1.0,1,0,0
Mischief,2007,2,319,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2007,3,380,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2007,4,378,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2007,5,367,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2007,6,809,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2007,7,397,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2007,8,381,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2007,9,358,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2007,10,381,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2007,11,349,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2007,12,368,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2008,1,348,0,0,1,1,0.0,1.0,1,0,0
Mischief,2008,2,326,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2008,3,335,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2008,4,306,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2008,5,380,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2008,6,381,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2008,7,360,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2008,8,372,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2008,9,385,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2008,10,359,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2008,11,367,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2008,12,324,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2009,1,316,0,0,1,1,0.0,1.0,1,0,0
Mischief,2009,2,291,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2009,3,399,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2009,4,352,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2009,5,381,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2009,6,323,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2009,7,387,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2009,8,346,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2009,9,356,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2009,10,382,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2009,11,347,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2009,12,311,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2010,1,358,0,0,1,1,0.0,1.0,1,0,0
Mischief,2010,2,351,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2010,3,379,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2010,4,418,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2010,5,381,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2010,6,359,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2010,7,391,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2010,8,414,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2010,9,379,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2010,10,423,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2010,11,337,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2010,12,328,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Mischief,2011,1,315,0,0,1,1,0.0,1.0,1,0,0
Mischief,2011,2,324,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Mischief,2011,3,339,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Mischief,2011,4,348,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Mischief,2011,5,380,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Mischief,2011,6,327,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Mischief,2011,7,370,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Mischief,2011,8,339,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Mischief,2011,9,322,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Mischief,2011,10,398,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Mischief,2011,11,389,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Mischief,2011,12,342,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,1999,1,338,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,1999,2,280,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,1999,3,315,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,1999,4,240,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,1999,5,290,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,1999,6,311,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,1999,7,277,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,1999,8,299,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,1999,9,266,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,1999,10,315,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,1999,11,291,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,1999,12,285,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2000,1,326,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2000,2,282,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2000,3,347,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2000,4,310,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2000,5,274,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2000,6,311,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2000,7,309,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2000,8,368,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2000,9,337,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2000,10,301,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2000,11,332,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2000,12,307,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2001,1,305,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2001,2,272,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2001,3,298,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2001,4,280,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2001,5,313,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2001,6,292,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2001,7,328,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2001,8,356,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2001,9,344,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2001,10,321,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2001,11,334,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2001,12,328,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2002,1,380,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2002,2,332,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2002,3,358,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2002,4,350,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2002,5,378,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2002,6,359,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2002,7,389,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2002,8,416,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2002,9,350,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2002,10,369,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2002,11,324,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2002,12,345,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2003,1,377,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2003,2,291,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2003,3,366,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2003,4,358,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2003,5,392,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2003,6,355,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2003,7,403,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2003,8,423,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2003,9,340,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2003,10,400,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2003,11,373,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2003,12,334,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2004,1,374,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2004,2,337,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2004,3,343,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2004,4,315,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2004,5,363,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2004,6,334,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2004,7,375,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2004,8,396,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2004,9,365,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2004,10,373,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2004,11,311,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2004,12,340,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2005,1,349,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2005,2,289,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2005,3,286,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2005,4,337,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2005,5,333,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2005,6,312,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2005,7,346,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2005,8,365,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2005,9,324,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2005,10,334,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2005,11,305,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2005,12,305,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2006,1,314,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2006,2,322,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2006,3,307,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2006,4,279,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2006,5,318,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2006,6,330,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2006,7,356,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2006,8,315,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2006,9,298,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2006,10,320,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2006,11,262,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2006,12,310,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2007,1,347,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2007,2,265,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2007,3,301,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2007,4,300,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2007,5,386,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2007,6,314,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2007,7,358,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2007,8,330,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2007,9,311,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
