TYPE,YEAR,MONTH,Monthly_Crime_Count_Type_wise,is_summer,is_holiday_season,is_spring,quarter,month_sin,month_cos,month_sq,summer_peak,holiday_peak
Theft from Vehicle,2006,9,833,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2006,10,915,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2006,11,725,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2006,12,661,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2007,1,628,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2007,2,680,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2007,3,605,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2007,4,510,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2007,5,608,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2007,6,521,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2007,7,749,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2007,8,679,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2007,9,671,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2007,10,589,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2007,11,568,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2007,12,627,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2008,1,666,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2008,2,661,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2008,3,733,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2008,4,758,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2008,5,597,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2008,6,627,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2008,7,599,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2008,8,736,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2008,9,638,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2008,10,639,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2008,11,802,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2008,12,641,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2009,1,515,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2009,2,497,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2009,3,642,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2009,4,721,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2009,5,755,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2009,6,668,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2009,7,677,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2009,8,683,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2009,9,669,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2009,10,814,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2009,11,892,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2009,12,807,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2010,1,718,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2010,2,602,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2010,3,682,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2010,4,663,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2010,5,858,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2010,6,846,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2010,7,1016,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2010,8,1102,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2010,9,1042,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2010,10,964,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2010,11,822,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2010,12,822,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2011,1,860,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2011,2,722,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2011,3,705,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2011,4,780,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2011,5,772,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2011,6,719,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2011,7,912,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2011,8,822,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2011,9,853,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2011,10,1033,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2011,11,1215,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2011,12,1151,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,1999,1,96,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,1999,2,71,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,1999,3,76,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,1999,4,97,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,1999,5,114,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,1999,6,154,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,1999,7,191,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,1999,8,192,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,1999,9,158,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,1999,10,144,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,1999,11,74,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,1999,12,51,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2000,1,42,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2000,2,57,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2000,3,100,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2000,4,93,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2000,5,109,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2000,6,124,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2000,7,198,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2000,8,155,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2000,9,130,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2000,10,107,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2000,11,71,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2000,12,44,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2001,1,51,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2001,2,53,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2001,3,83,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2001,4,75,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2001,5,133,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2001,6,153,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2001,7,162,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2001,8,197,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2001,9,180,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2001,10,159,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2001,11,106,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2001,12,64,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2002,1,66,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2002,2,82,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2002,3,93,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2002,4,79,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2002,5,103,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2002,6,197,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2002,7,242,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2002,8,222,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2002,9,134,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2002,10,128,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2002,11,67,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2002,12,54,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2003,1,57,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2003,2,56,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2003,3,71,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2003,4,82,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2003,5,108,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2003,6,137,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2003,7,169,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2003,8,197,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2003,9,130,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2003,10,105,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2003,11,46,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2003,12,45,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2004,1,44,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2004,2,46,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2004,3,61,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2004,4,79,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2004,5,134,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2004,6,119,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2004,7,178,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2004,8,155,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2004,9,159,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2004,10,119,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2004,11,56,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2004,12,26,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2005,1,29,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2005,2,52,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2005,3,43,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2005,4,127,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2005,5,186,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2005,6,167,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2005,7,285,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2005,8,310,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2005,9,183,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2005,10,110,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2005,11,88,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2005,12,61,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2006,1,52,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2006,2,68,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2006,3,89,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2006,4,127,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2006,5,143,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2006,6,139,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2006,7,231,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2006,8,304,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2006,9,221,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2006,10,169,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2006,11,77,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2006,12,47,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2007,1,39,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2007,2,47,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2007,3,58,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2007,4,84,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2007,5,99,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2007,6,175,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2007,7,297,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2007,8,249,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2007,9,171,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2007,10,142,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2007,11,93,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2007,12,63,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2008,1,76,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2008,2,93,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2008,3,91,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2008,4,111,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2008,5,174,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2008,6,170,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2008,7,251,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2008,8,290,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2008,9,237,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2008,10,181,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2008,11,79,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2008,12,64,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2009,1,69,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2009,2,70,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2009,3,135,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2009,4,153,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2009,5,183,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2009,6,256,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2009,7,271,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2009,8,338,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2009,9,197,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2009,10,162,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2009,11,121,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2009,12,79,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2010,1,116,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2010,2,72,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2010,3,89,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2010,4,169,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2010,5,218,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2010,6,296,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2010,7,415,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2010,8,347,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2010,9,309,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2010,10,226,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2010,11,124,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2010,12,80,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Bicycle,2011,1,87,0,0,1,1,0.0,1.0,1,0,0
Theft of Bicycle,2011,2,90,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Bicycle,2011,3,126,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Bicycle,2011,4,187,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Bicycle,2011,5,281,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Bicycle,2011,6,411,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Bicycle,2011,7,521,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Bicycle,2011,8,437,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Bicycle,2011,9,340,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Bicycle,2011,10,306,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Bicycle,2011,11,156,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Bicycle,2011,12,121,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,1999,1,640,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,1999,2,528,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,1999,3,569,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,1999,4,476,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,1999,5,541,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,1999,6,564,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,1999,7,487,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,1999,8,505,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,1999,9,441,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,1999,10,541,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,1999,11,512,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,1999,12,557,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2000,1,458,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2000,2,493,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2000,3,604,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2000,4,464,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2000,5,488,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2000,6,471,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2000,7,516,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2000,8,514,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2000,9,549,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2000,10,617,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2000,11,455,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2000,12,473,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2001,1,510,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2001,2,420,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2001,3,470,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2001,4,459,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2001,5,402,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2001,6,402,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2001,7,415,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2001,8,483,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2001,9,377,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2001,10,354,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2001,11,392,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2001,12,347,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2002,1,364,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2002,2,334,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2002,3,319,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2002,4,312,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2002,5,274,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2002,6,286,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2002,7,248,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2002,8,320,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2002,9,359,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2002,10,340,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2002,11,274,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2002,12,252,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2003,1,304,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2003,2,236,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2003,3,232,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2003,4,228,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2003,5,257,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2003,6,299,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2003,7,326,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2003,8,329,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2003,9,289,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2003,10,321,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2003,11,285,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2003,12,199,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2004,1,216,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2004,2,202,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2004,3,219,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2004,4,228,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2004,5,240,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2004,6,207,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
